CASE_NUMBER,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_ADDRESS_1
H-300-20314-904718,"Quinn River Crossing Ranch, LLC",Winnemucca,NV,25420 Quinn River Ranch Rd
H-300-20315-905871,Ariana Farms ,Buda,TX,10731 FM 967
H-300-20315-906392,"Natural Prairie Dairy Farms, LLC",Hartley ,TX,811 US HWY 87
H-300-20315-906404,"Z Farms, LLC",Jennings,LA,5395 Bryan Road
H-300-20315-906748,"Z Farms, LLC",Jennings,LA,5395 Bryan Road
H-300-20318-911146,"Westover Farms, Inc.",Jeanerette,LA,8709 Old Jeanerette Road
H-300-20318-911924,Jeremy Craton,Basile,LA,1516 Pelican Loop
H-300-20321-914105,"Forking Paths Vineyards, Inc.",Geneva,NY,400 Barracks Road
H-300-20321-914106,"Forking Paths Vineyards, Inc.",Geneva,NY,400 Barracks Road
H-300-20321-914110,Hannan Deshotels Farms,Ville Platte,LA,4473 L'Anse Blue Road
H-300-20321-914624,Southern Cross Ranches LLC,Dixon,WY,"PO Box 100, Dixon, WY 82323"
H-300-20322-915832,"Bayou Best Crawfish, LLC",Sour Lake,TX,19200 Highway 105
H-300-20323-917138,"Buenavista Land Services, LLC",San Antonio,TX,"1027 Austin Hwy, Suite 200"
H-300-20323-917190,Bearskin Farm,Scott,AR,322 Cypress Creek Road
H-300-20323-917192,"Legacy Tree Farm, LLC",Broussard,LA,617 Garber Rd
H-300-20323-917196,Billy Hinkle Farms Partnership,Moro,AR,P.O. Box 73
H-300-20323-917202,"Chris Doyle Plant Brokering, LLC",Glenmora,LA,501 Ashmore Road
H-300-20323-917275,"Lake Potatoes, LLP",Pingree,ND,7141  11th St SE
H-300-20323-917279,Lindskov-Thiel Charolais Ranch,Isabel,SD,13390 SD Hwy 65
H-300-20323-917281,Stephens Farm Partnership,Cherry Valley,AR,3471 Highway 42
H-300-20323-917304,A  Pirani Partnership,Marion,AR,335 Block Street
H-300-20323-917359,"Franks Nursery, LLC",Richmond,TX,302 FM 359 Rd.
H-300-20323-917456,G & C Farms LLC,Ville Platte,LA,3464 Tate Cove Rd
H-300-20323-917634,"Bachand Farms, LLC",Erskine ,MN,20827 Pine Ridge Circle SE 
H-300-20323-917638,McCauley Farms,Bunkie,LA,168 Sonnier Road
H-300-20323-917825,B&H Farms Partnership,Nitta Yuma,MS,30773 Highway 61
H-300-20323-917833,Greg Raines,Seaman,OH,80 Rothwell Rd
H-300-20323-918005,McCullar Peach Orchard,Batesville,MS,500 Franklin Rd
H-300-20323-918012,HEARN BROTHERS FARM,DeWitt,AR,88 Retriever Lane
H-300-20323-918154,"Ingalls Honey, Inc.",Valliant,OK,286 N4450
H-300-20323-918284,Taddiken Land and Cattle,Morganville,KS,315 Mill Road
H-300-20323-918295,Harrod and Hensley Tomato LLC,Banks,AR,566 Bradley 5 North
H-300-20323-918500,Lawson Farms Partnership,Harrisburg,AR,409 Temblor Ridge Road
H-300-20323-918960,Seward and Son Planting Company ,Yazoo City,MS,93 Anchor Dr.
H-300-20324-918986,"Aurora Organic Farms, Inc. ",Boulder,CO,1919 14th Street
H-300-20324-919146,"La Alianza, LP",Nipomo,CA,440 W. Teft Street
H-300-20324-919236,"Moon Valley Nursery, Inc.",Phoenix ,AZ,19820 N 7th Street Ste 260 
H-300-20324-919237,"Moon Valley Nursery, Inc.",Phoenix ,AZ,19820 N 7th Street Ste 260 
H-300-20324-919504,"Scott & Company Farm, L.L.C.",Morgan City,LA,6310 Highway 182 E
H-300-20324-919616,"Frontier Dairy, LLC",Syracuse,KS,11501 SW CR 31
H-300-20324-919876,Agrico Labor LLC,Conklin,MI,395 Gooding Street
H-300-20324-920042,RCB Ventures LLC,Granbury,TX,5901 E Hwy 377
H-300-20324-920659,"Goldstar Investments, LTD ",Austin,TX,"3215 Steck Avenue, Suite 101"
H-300-20324-920831,Maxwell Butte Ranch,Powderville,MT,473 Road 561
H-300-20325-921130,3C Cattle Company,Laredo,TX,Rancho Corazon Hwy 59
H-300-20325-921167,"PECC, Inc.",Titonka,IA,3702 185th Avenue
H-300-20325-922032,JHC FARMS,Dewitt,AR,1 Shiloh Lane 
H-300-20325-922183,Zach Bullock Farms fka Bullock Farms,Stuttgart,AR,4595 Hwy 165 S
H-300-20325-922213,Gerlach Farming,Holly Grove,AR,5460 Highway 17 (Physical)
H-300-20328-923586,"Royal C Farms, LLC",Crosset,AR,273 Ashley 289
H-300-20328-923615,Michael N Compton,Welsh,LA,15790 Fenton Highway
H-300-20328-924142,John Noble,Keyes,OK,205 N Adams Ave
H-300-20328-924652,"Walla Walla Nursery Company, Inc. ",Walla Walla ,WA,4176 Stateline Rd
H-300-20328-924788,"Paradocx Vineyard, Ltd.",Landenberg,PA,1833 Flint Hill Rd
H-300-20328-925032,Norwich Meadows Farm LLC,Norwich,NY,105 Old Stone Road
H-300-20329-925294,G. F. & P. Zaunbrecher Farms,Rayne,LA,3232 Crowley Rayne Highway
H-300-20329-925621,"Pleasant View Gardens, Inc",loudon,NH,7316 Pleasant St
H-300-20329-926377,"SPEEDLING, INC",BLAIRSVILLE,GA,199 CRAWLEY GAP ROAD
H-300-20330-928832,"Moon Valley Nursery, LLC ",Phoenix ,AZ,19820 N 7th Street Ste 260 
H-300-20332-929892,Bernard's Apiaries Inc,Breaux Bridge,LA,1025 Bernard Street
H-300-20333-930007,WARD FARMS LLC,OAK GROVE,LA,197 ALICE LANE
H-300-20334-930065,Prairie Ridge Farms Inc.,Veblen,SD,44554 106th Street
H-300-20335-930449,Carona Farms LLC,Independence,LA,54398 N Larussa Lane
H-300-20335-930826,"Shurtz Livestock, LLC",Rupert,ID,88 East 400 North
H-300-20335-931099,Rorros Trucking LLC,Hagerman,NM,416 E Morgan Rd
H-300-20336-933251,Lakeside Farms LLC,Sikeston,MO,1007 N Ranney Street
H-300-20336-933290,Sunrise Partnership,Shelby,MS,P.O. Box 63
H-300-20336-933327,"Bell Nursery USA, LLC - OH",Elkridge,MD,7111 Troy Hill Dr.
H-300-20337-933797,Thornock Ranch LLC,Cokeville,WY,1421 Poison Creek Rd
H-300-20337-934059,Ameele Farms LLC,Walworth,NY,4552 Hall Center Rd.
H-300-20337-934204,Southwing Crawfish Company LLC,Woodworth,LA,2525 Coulee Rd
H-300-20337-934512,"Brock and Phillip Obendorf Farms, LLC",Parma,ID,24034 Batt Corner Rd.
H-300-20337-934628,"Henning Management, LLC",Lake Arthur,LA,11300 Highway 380
H-300-20337-934629,"Virginia Agricultural Growers Association, Inc.",South Boston,VA,97B Main Street
H-300-20337-934686,Spring Creek Nursery,Tulsa,OK,11110 S. Riverside Parkway
H-300-20337-934862,"Teton Motors, Inc.",Idaho Falls,ID,2252 Sunnyside Road
H-300-20337-935124,Flower Group USA LLC,Lewiston,NY,P.O. Box 612
H-300-20337-935590,Hyde Bayou Farms LLC,Cleveland,MS,307 Cotton Row Suite 1
H-300-20338-935772,"Custom Orchards, Inc.",Wenatchee,WA,One Oneonta Drive
H-300-20338-936457,ABG Transport LLC,Columbus,NM,P.O. Box 1582
H-300-20338-936626,Artall Farms LLC,Melville,LA,230 Artall Road
H-300-20338-936897,Charles A Fontenot Farms,Palmetto,LA,2359 Hwy 360
H-300-20338-937103,4L Farms,Bunkie,LA,301 S Weir Ave
H-300-20338-937253,Hamel Farm,Lakota,ND,4550 109th Ave. NE
H-300-20338-937276,Samantha D Craun,Philadelphia,TN,2303 Davis Brothers Dairy
H-300-20339-938599,"North Texas Farms, Inc.",Dalhart,TX,1101 Liberal
H-300-20339-938671,Mark Joyce Ranch,Juntura,CO,2925 Beulah Road
H-300-20339-938766,"Shoreline Farms, LC",Payson,UT,7528 South 5600 West
H-300-20342-940044,"WIGGINS FARMS, LLC",SEDALIA,KY,1240 SWAN RD
H-300-20342-940167,R. Larson Sheep Co.,Ephraim,UT,179 West 100 South 
H-300-20342-940701,Bradley Keith Guymon,Cedar City,UT,3932 West 175 South
H-300-20343-941000,Scott Quiett Farm,Gettysburg,SD,30819 West Hwy 212
H-300-20343-941799,"Columbia Orchard Management, Inc",Wenatchee,WA,2575 Euclid Ave
H-300-20343-941850,"Bunch Agco, Inc.",Wauchula,FL,547 Shaw Rd.
H-300-20343-942347,Craig & Scott Jones Livestock,Cedar City,UT,128 South 100 West
H-300-20344-943146,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20344-943865,Alfred Kearl & Sons Inc,Laketown,UT,795 S West Roundvalley Dr.
H-300-20345-949073,Arapaho Ranch Corp,Coalmont,CO,13244 Highway 14
H-300-20345-949512,"Chacon Sheep Company, LLC",Loma,CO,1775 12 Road
H-300-20345-951155,NORMAN KEIL NURSERIES INC,ST JAMES,NY,38A FIFTY ACRE ROAD
H-300-20345-951307,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20346-954807,Ashley O'Donnell,Ismay,MT, 1974 Ismay Rd. So.
H-300-20349-957303,Maples Shorthorns,Copperas Cove,TX,5810 Harmon Rd
H-300-20351-963005,"Keeven Bros., Inc. ",O'Fallon,MO,602 Laura Hill Road
H-300-20351-963049,"Altman Specialty Plants, LLC - CO",Peyton,CO,14095 Peyton Hwy.
H-300-20351-963164,Bekker Farms,Scobey,MT,204 4th Ave. W.
H-300-20351-963498," 4 Ace Farms, LLC ",Jerome,ID,1801 South Lincoln
H-300-20351-963577,Rogers Ranch L.L.C.,Townsend,MT,7810 Highway 287
H-300-20351-963979,David W. Stolworthy,Shelley,ID,1260 North 400 East
H-300-20351-964801,Lucas Greenhouses,Monroeville,NJ,1049 Whig Lane
H-300-20352-965572,Strausburg Nursery,Xenia,OH,817 Upper Bellbrook Rd.
H-300-20352-967238,"Heartland Farms, Inc.",Gibsonburg,OH,1972 North Co Rd 42
H-300-20356-972294,Inman Holding Company ,Inman,SC,PO Box 207
H-300-20307-894364,"Pazienza Enterprises, LLC ",Holtsville,NY,816 Waverly Avenue
H-300-20307-895609,"Sweet Bee Honey Company, Inc.",Milton Freewater,OR,81965 Lincton Mountain Road
H-300-20308-896452,Rogers Honey Farm,Stamps,AR,27 Lafayette 172
H-300-20309-898021,Freyou Farms,New Iberia,LA,2513 Freyou Rd.
H-300-20310-900933,Jefferson Heights LLC,Casper,WY,2030 Walsh Drive
H-300-20310-901536,Jordan Andrus Farms LLC,Lafayette,LA,104 Gateway Drive
H-300-20311-902794,Grizzly Creek Management Company,Napa,CA,2779 Napa Valley Corporate Drive
H-300-20314-905360,RICHARD EMPLOYMENT SERVICES,ARNAUDVILLE,LA,1018 PRESTON BROUSSARD ROAD
H-300-20317-909667,Karl J Hensgens,Crowley,LA,1330 North Ave. E
H-300-20318-911139,"MCF4 Solutions, LLC",Santa Rosa,CA,414 Aviation Blvd.
H-300-20318-911464,REBISH & KONEN LIVESTOCK,DILLON,MT,3 MI NO. OF DILLON ON HWY 41
H-300-20321-913506,Johndales Farm,Ponchatoula,LA,22061 Robertson Lane
H-300-20321-914124,Hannan Deshotels Farms,Ville Platte,LA,4473 L'Anse Blue Road
H-300-20323-917136,"Thomas Cattle Farms, LLC",Leslie,AR,204 Express Lane
H-300-20323-917175,"Liuzza Produce Farm, Inc.",Tickfaw,LA,14342 New Genessee Rd
H-300-20323-917185,"Holdman Honey, Inc.",Seguin,TX,1050 Youth Haven Rd
H-300-20323-917197,"Witten's Produce Patch, Inc.",Lowell,OH,16670 SR 60
H-300-20323-917211,Clark & Co.,Shelby,MS,P.O. Box 26
H-300-20323-917215,J and J Produce Inc.,Layton,UT,1815 W. Gentile
H-300-20323-917259,Etter Farms,Dumas,TX,5601 FM 281
H-300-20323-917290,Gen 4 Farms,Clarksdale,MS,6888 Sunflower School Rd
H-300-20323-917321,JCA Farms Partnership,Hoxie,AR,1465 Hwy 67
H-300-20323-917333,"FCR Partners, LP",Concan,TX,1996 CR 348
H-300-20323-917334,"Liberty Lawn and Landscaping, Inc. ",New Braunfels,TX,1833 Pieper Rd. 
H-300-20323-917344,D-Bar Ranch,Katy,TX,P.O. Box 900
H-300-20323-917452,P&J Turkeys Inc,Roseau,MN,23786 370th Ave
H-300-20323-917517,"Arbor Fields, Inc.",Marshville ,NC,5820 Lawyers Rd East 
H-300-20323-917567,Passmore Farms,Deville,LA,10 William Tyler Road Hwy 115
H-300-20323-917585,Taucer Honey and Bee Co.,Buna,TX,2578 CR 715
H-300-20323-917626,Aaron Nordwick,POPLAR ,MT,4405 Highway 251 
H-300-20323-917693,MDH Ranch Inc,Malta ,MN,468 Breezy Point Lane 
H-300-20323-917752,Sorum Farms,Flaxton,ND,7945 104th st NW 
H-300-20323-917784,Richard Gramlow,Fullerton,ND,9439 88th St SE
H-300-20323-917873,Harris Seafood Distribution LLC,Holden,LA,24564 Fayard Road
H-300-20323-918076,Bradley Hart,Frederick,SD,38735 108th St
H-300-20323-918122,Brown Brothers Farms,Gideon,MO,1089 CR 285
H-300-20323-918306,B&B Farms,West Helena,AR,302 Phillips 321
H-300-20323-918596,Dennis Haugen Farms,Hannaford,ND,760  111th Ave SE
H-300-20323-918641,Opossum Ridge Planting Co.,Hollandale,MS,134 Currey Rd
H-300-20323-918770,Vance Fisher,St. John,KS,515 East 2nd Avenue
H-300-20323-918811,Pushen & Pullen Farms,Sumner,MS,109 S Court St 
H-300-20323-918848,RJR Four Farms PTN,Greenville,MS,2039 Hwy 450
H-300-20324-918982,Silent Shade Planting Company,Belzoni,MS,422 Old Silver City Road
H-300-20324-919120,Wentz Enterprises LLC,Norcatur,KS,115 N. Decatur Ave. 
H-300-20324-919342,Welford's County Line Nursery of Mississippi Inc.,Lucedale,MS,5165 Old Hwy 63 North
H-300-20324-919344,Rocky Creek Nurseries Inc.,Lucedale,MS,5165 Old Hwy 63 North
H-300-20324-919472,Sidney E. Crenwelge,Fredericksburg,TX,10518 U.S. Hwy 87 N
H-300-20324-919473,"Rollin ""J"" Farms",Devine,TN,2620 FM 2200
H-300-20324-919542,Raymond Fruge,Eunice,LA,1529 Soileau Rd
H-300-20324-919858,"CSS Farms, LLC ",Holbrook,ID,3747 S 21000 W
H-300-20324-919900,Terry R. Fuller,Poplar Grove,AR,11262 Hwy 49
H-300-20324-919969,Wilson Farming Partnership,Holly Grove,AR,19213 Hwy 17
H-300-20324-920012,Hanna Farming Partnership,Donalsonville,GA,5753 Hwy 91
H-300-20324-920040,RCB Ventures,Granbury,TX,5901 E Hwy 377
H-300-20325-921068,Plant's & Trees of Texas,Quinlan,TX,7835 Private Road 2572
H-300-20325-921120,Anniversary Farms Partnership,Brinkley,AR,7925 Mopac Rd
H-300-20325-921183,McFadin Farms Inc,Uvalde,TX,1531 FM 2369
H-300-20325-921440,4B Farms,Scott City,KS,3171 W Hwy 96
H-300-20326-923019,Delta Hybrid Farms Inc.,Itta Bena,MS,102 Main Street 
H-300-20326-923083,Parker Farms Partnership,LAKE PROVIDENCE,LA,689 LENSING LANE
H-300-20328-923564,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20328-924282,Bulldog Farms LLC,Tutwiler,MS,5073 Willis Rd.
H-300-20328-924523,JBT Farms,Perth,ND,9641 57th Ave NE.
H-300-20329-926203,ALLEN & TENNA GRIFFIN FARMS PTN,PARAGOULD,AR,6745 HWY 49 S
H-300-20329-926801,"T & D Dayton Nurseries, Inc. ",Norton ,OH,3459 Cleve-Mass Rd
H-300-20330-927682, Harry Simmons Fish Farm,Yazoo City,MS,2628 Erickson Road
H-300-20330-927689,"Jeff Paplow Harvesting, LLC",Roscoe,SD,13264 336th Ave
H-300-20330-927962,"Del Norte Harvesting, LLC",Newberry,SC,1215 Nance Street
H-300-20332-929671,Michael Hanlon Farm Partnership,Monroe,LA,2313 Paragoud Blvd.
H-300-20332-929800,Delta Valley Farms LLC,Wynne,AR,3069 Hwy 64 East
H-300-20332-929860,Selby Honey LLC,Poplarville,MS,77 Homestead Lane
H-300-20332-929881,Evergreen Properties LLC,Ferriday,LA,476 Maxwell Road
H-300-20332-929885,Kirk Broussard Farms,Erath,LA,18137 Aurelien Road
H-300-20332-929913,DAN BARR FARMS II,MONROE,LA,138 EAST SHORE ROAD
H-300-20332-929919,CLARK FARMS,MER ROUGE,LA,202 EAST DAVENPORT
H-300-20335-930353,David & LaLain Wilkison Farms Partnership,Brinkley,AR,869 Choctaw Rd
H-300-20335-931495,"Castle Rock Farms, LLC",Boardman ,OR,75906 Threemile Road 
H-300-20335-931513,Black Ankle Vineyards,Mount Airy,MD,14463 Black Ankle Road
H-300-20336-932363,Pure Beauty Farms Inc,Miami,FL,16350 SW 200 St
H-300-20336-933044,Waterfowl Farms Inc.,Holly Grove,AR,257 Resort Rd.
H-300-20337-933767,John E Lehfeldt dba Lehfeldt Land & Livestock ,Lavina,MT,#1 Lehfeldt Rd
H-300-20337-934045,Caston Blueberries,Onia,AR,P. O. Box 10
H-300-20337-934075,Ameele Farms LLC,Walworth,NY,4552 Hall Center Rd.
H-300-20337-934103,Celley Farms,Regan,ND,31101 184th St. NE
H-300-20337-934119,Amazing Grains Farm,Palmer,NE,327 R Road
H-300-20337-934409,"Cerveza Acres, LLC",Welsh,LA,10330 Daigle Road
H-300-20337-934478,"Altman Specialty Plants, LLC - CA Vista",Vista,CA,2124 Edgehill Rd.
H-300-20337-934634,Jerry E Jones III Farms,Leesburg,GA,1265 US Hwy 82 West
H-300-20337-934708,Brennan C Olivier,Port Barre,LA,2590 Hwy 103
H-300-20337-934757,Rhea Brothers,Arlington,NE,5935 McCall Lane
H-300-20337-934944,Farmers Cooperative,Dorchester,NE,208 W Depot St
H-300-20337-935340,Mark Birdsall Farm,Berthold,ND,32940  100th Ave NW
H-300-20338-936383,Deshotels Crawfish Farms LLC,Plaucheville,LA,5603 Hwy 107 S
H-300-20338-936464,Shane Olson,Killdeer,ND,11089 Hwy 200
H-300-20338-937085,4L Farms,Bunkie,LA,301 S Weir Ave
H-300-20338-937268,Spear Farms Inc,Nobleboro ,ME,14 Eugley Hill Rd. 
H-300-20339-938415,"JFT Harvesting, Inc.",Lake Placid ,FL,705 Roosevelt Blvd.
H-300-20339-938559,Phillips Farms LLC,Blackfoot,ID,742 N 1200 W
H-300-20339-938919,"Wyckoff Farms, Inc.",Grandview,WA,160602 W Evans Road
H-300-20342-940069,Sharon J Stamatakis,Price ,UT,1111 South 450 West
H-300-20342-940683,"Hotchkiss Ranches, Inc.",Hotchkiss,CO,619 Shepherds Lane
H-300-20343-941626,Harold Selman Inc.,Tremonton,UT,11400 North 4130 West
H-300-20343-941653,Casey Coulter,Brusett,MT,2253 Brusett Rd. 
H-300-20344-944669,Brandon Reddig,Lustre,MT,2226 Frazer Road North
H-300-20344-945312,"Above the Dirt, LLC",Quincy ,WA,11995 Rd Q NW 
H-300-20344-945702,S Ranch LLC,Pryor,MT,914 Push Creek Rd
H-300-20344-946260,EAM HARVESTING LLC,ARCADIA,FL,2692 NE BURNHAM ROAD
H-300-20345-950012,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-950737,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-950930,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-951527,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-951649,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20347-955628,Louis J Schmidt,Monte Vista,CO,4517 E. CR 10 So. 
H-300-20351-963080,"Wenas Hop Farm, LLC",Yakima,WA,"402 E Yakima Ave, Suite 760"
H-300-20366-985558,"Spartans Agricultural Builders, Inc.",Rockford,IL,541 Indiana Ave 
H-300-20293-881611,"Briscoe Ranch, Inc",Carrizo Springs,TX,P.O. Box 8
H-300-20304-893183,"Agri Crew, LLC. ",Dover,FL,14313 Walden Sheffield Rd 
H-300-20310-900369,"Monette Farms Arizona, LLC",Aguila,AZ,49911 N 503rd Ave
H-300-20310-900523,"Strehlow Bees, Inc",Groveton,TX,P.O.Box 1203
H-300-20315-907293,"Martinelli Vineyard Management, Inc.",Windsor ,CA,3358 River Road 
H-300-20321-914327,Gunter Honey Inc,Towner,ND,#6 Rodeo Road
H-300-20323-917184,Considine Farm Inc.,Winchester,KY,1619 By Pass Rd #275
H-300-20323-917201,Bryan & Lavonne Kroeker,Cleo Springs,OK,259036 E CR 44
H-300-20323-917241,Delta Farms Inc,Lake City,AR,782 Hwy 135
H-300-20323-917264,"Peerless Farms, LLC",Bigfoot,TX,6808 CR 2400
H-300-20323-917282,Hermansdale Farm Gp,Brinsmade,ND,5475 Hwy 281
H-300-20323-917308,"Trump Vineyard Estates, LLC",Charlottesville,VA,100 Grand Cru Dr.
H-300-20323-917415,"Dan & Jerry's Greenhouse, Inc. - MN",Monticello,MN,"2121 90th St., NE"
H-300-20323-917426,"Dan & Jerry's Greenhouse, Inc. - IN",Monticello,MN,"2121 90th St., NE"
H-300-20323-917507,Fairview Farms Inc,Whately,MA,345 Long Plain Rd
H-300-20323-917533,Ross E. Fisher,St. John,KS,302 East Lamoreux Ave
H-300-20323-917537,Wickman Garden Village,Springfield,MO,1345 S. Fort Ave
H-300-20323-917631,Andy and Nancy Downs PTR ,Langdon ,ND,1002 9TH AVE 
H-300-20323-917754,Spanier Farms,Langdon ,ND,10972 91st NE
H-300-20323-918113,Ben Link Farms LLC,Rayne,LA,3932 White Oak Hwy
H-300-20323-918142,J & J Farms/Morris Planting Company GP,Mangham,LA,4746 Hwy 135
H-300-20324-919004,Smelker Farms,Kit Carson,CO,28715 Co Rd 28
H-300-20324-919478,Green Dirt Farm LLC,Weston,MO,P.O. Box 74
H-300-20324-919485,Thomas Bros. Grass,Granbury,TX,PO Box 2337
H-300-20324-920354,"North Georgia Turf, Inc. ",Whitesburg ,GA,1487 Black Dirt Rd 
H-300-20325-921055,Soffel Honey Company Inc.,Garrison,ND,1611 39TH Ave NW
H-300-20325-922002,Noble Farms,DeWitt,AR,48 Rasco Lane 
H-300-20325-922308,N.W. Kaltz & Sons Farms,Columbus,MI,2571 Kronner Rd
H-300-20325-922343,Steve and Susan Graveley,Helmville,MT,PO Box 68 (mailing)
H-300-20325-922409,"Celtic L, LLC",Yoakum,TX,222 Thiele Rd
H-300-20325-922643,"Jubilee Farms, Inc.",Sunflower,MS,32 Popcorn Road
H-300-20326-923016,Grace Road Farms Inc.,Inverness,MS,78 Grace Road
H-300-20326-923017,Brad Maloney Farms,Inverness,MS,714 Highway 49 W
H-300-20326-923060,"Peri & Sons Farms, Inc.",Yerington,NV,102 McLeod St
H-300-20326-923095,ADAMS PLANTING COMPANY INC ,TALLULAH,LA,201 HIGHWAY 603
H-300-20328-924339,"Hargis Farms Partnership, LLC",Vick,LA,1663 Hwy 1196
H-300-20329-925315,Christopher Klumpp ,Morse,LA,205 Scenic Drive
H-300-20329-925751,WF Partnership,Newton Grove ,NC,596 Blake Rd
H-300-20329-926708,5 B Farms,INEZ,TX,11265 FM 444 S
H-300-20329-926795,Lynn Grice Farms,WARREN,AR,387 BRADLEY 68
H-300-20329-926874,"Pacifica Personnel, inc.",SANTA MARIA,CA,312 E. MILL ST STE 102
H-300-20329-926992,Lizzaclaire Farms,Palestine,AR,3231 Hwy 259 N
H-300-20330-928157,"The North Carolina Grower's Association, Inc.",Vass,NC,230 Cameron Avenue 
H-300-20330-928991,"CRU Cattle, Inc.",Leadore,ID,"386 Nicholia Ranch Road, Note: no mail delivery"
H-300-20330-929098,"MCF4 Solutions, LLC",Santa Rosa,CA,414 Aviation Blvd.
H-300-20331-929137,D&G Farms Partnership,Indianola,MS,309 Highway 82 West
H-300-20332-929708,Ling Farms LLC,New Madrid,MO,787  State Hwy V
H-300-20332-929806,Michael Brown & Sons,LAKE PROVIDENCE,LA,3576 HWY 65 NORTH
H-300-20333-929979,Stephen Kraemer,Fredonia,TX,399 CR 383
H-300-20335-930680,"Del Norte Harvesting, LLC",Newberry,SC,1215 Nance Street
H-300-20335-931085,Shirley Bracken Evans LLC,Tilden,TX,1079 Hwy 72
H-300-20335-931579,Belding Farms LLC,Fort Stockton,TX,705 S FM 2037
H-300-20336-931706,Waikele Farms Inc.,Kunia,HI,94-877 Kunia Road
H-300-20336-932155,Pure Beauty Farms Inc,Miami,FL,16350 SW 200 St
H-300-20336-932809,TERRAPIN PLANTING COMPANY,CLEVELAND,MS,1015 AVERY STREET
H-300-20336-933131,"Mark Gary Flying Service, Inc. ",Inverness,MS,47 Four Mile Rd 
H-300-20336-933627,"Bronze Star ,Inc.",Tonasket,WA,140 Imhoff Rd. 
H-300-20337-934994,Lazy J Cattle Co,Burke,SD,28734 344th Ave
H-300-20337-935379,Jumonville Farms,Ventress,LA,13536 Ventress Road
H-300-20337-935700,Torgerson Farms Partnership,Havre,MT,660 31st St. N
H-300-20338-936807,"Ferm & Farm, LLC",St. Petersburg,FL,7901 4th Street N.
H-300-20338-937213,Landry Poche Strawberry Farm Inc,Holden,LA,29955 Richardson Drive
H-300-20338-937259,Laurie Eidsness ,Brocket ,ND,5525 99th Avenue NE 
H-300-20338-937857,"Confederate Air, Inc.",Tillar,AR,182 Smith Loop Rd
H-300-20339-938061,"Fresh Harvest, Inc.",Heber,CA,101 E. Main Street
H-300-20339-938579,Stephen Osguthorpe Ranch dba: Red Pine Land & Livestock,Park City,UT,1700 White Pine Canyon Road
H-300-20339-938641,Brett Family Farms LLC,Adrian,GA,241 Frank Hutcheson Rd
H-300-20339-938690,K & D Farms,Wilton,ND,10950 318 Ave NE
H-300-20339-938831,G. David Dalling,Hamer,ID,1708 North 2250 East
H-300-20341-939425,Brian Vculek Farm,Crete,ND,8060 116th Ave SE
H-300-20342-939872,GLS Planting Company LLC,Madison,MS,304 Edgewood Circle
H-300-20342-940141,Emil Kiehne & Sons Inc.,El Paso,TX,21403 HWY 62-180
H-300-20343-941225,Dennis Walen,Sutton,ND,25 94th Ave SE
H-300-20343-941235,Terry Bernhardt,Taylor,ND,2875 94th Ave SW
H-300-20343-941481,Harral Livestock Co. LLC,Ft. Stockton,TX,811 S FM 2023
H-300-20343-941564,Ecosystem Concepts Inc.,Dixon,CA,5818 Sievers Road
